,Unnamed: 0,_id,text,tags,definitions,technical_instruction_for_dev,sap_products,content_relevant_to_technical_risks,cost_information,risk_for_gl,support_information,marked,is_priority_statement,user_id
337,337,5e94e5dbe55dd0f9169ca641,"9.3      Termination for Inactivity. ArcTouch reserves the right to terminate the Service for inactivity, if, for a period exceeding ninety days, Customer (a) has failed to access the Admin Control Center, (b) an App has not served any requests, and (c) no electronic bills are being generated.","['termination/suspension', 'pass-thru terms/customer account']",0,0,0,1,1,1,0,1.0,1.0,I321911
337,337,5e94e5dbe55dd0f9169ca641,"9.3      termination for inactivity. arctouch reserves the right to terminate the service for inactivity, if, for a period exceeding ninety days, customer (a) has failed to access the admin control center, (b) an app protection has not served any requests, and (c) no electronic bills are being generated.","['termination/suspension', 'pass-thru terms/customer account']",0,1,0,1,1,1,0,1.0,1.0,I321911
338,338,5e94e5dbe55dd0f9169ca642,"9.4      Termination at Expiration of Free Trial Period. After the expiration of the Free Trial Period, Customer may not use, distribute, or sublicense any Apps. Additionally, Customer may not use the Service to manage such terminated Apps.  ArcTouch may terminate the functionality of any App, and/or the Service for managing such Apps, at any time, without further notice.",['termination/suspension'],0,0,0,1,0,0,0,1.0,1.0,I076758
339,339,5e94e5dbe55dd0f9169ca643,"9.4      Termination for Convenience. Customer may stop using the Service at any time. Customer may terminate this Agreement for convenience at any time with written notice, and upon termination, must cease use of the Service. ArcTouch may terminate this Agreement for its convenience at any time without liability to Customer. Subject to Section 7.2, ArcTouch may discontinue the Service or any portion or feature for any reason at any time without liability to Customer.",['termination/suspension'],0,0,0,0,0,0,0,1.0,1.0,I831094
340,340,5e94e5dbe55dd0f9169ca644,"9.5      Effects of Termination. If the Agreement expires or is terminated, then: (i) the rights granted by one party to the other will immediately cease; (ii) all Fees (including Taxes) owed by Customer to ArcTouch are immediately due upon receipt of the final electronic bill; (iii) Customer will delete the Software, any App and any Customer Data; and (iv) upon request, each party will use commercially reasonable efforts to return or destroy all Confidential Information of the other party.","['termination/suspension', 'payment', 'general requirements']",0,0,0,0,0,0,0,1.0,1.0,I830949
340,340,5e94e5dbe55dd0f9169ca644,"9.5      effects of termination. if the agreement expires or is terminated, then: (i) the rights granted by one party to the other will immediately cease; (ii) all fees (including taxes) owed by customer to arctouch are immediately due upon receipt of the final electronic bill; (iii) customer will delete the software, any app protection and any customer data; and (iv) upon request, each party will use commercially reasonable efforts to return or destroy all confidential information of the other party.","['termination/suspension', 'payment', 'general requirements']",0,1,0,1,0,0,0,1.0,1.0,I830949
341,341,5e94e5dbe55dd0f9169ca645,"Customer is permitted to state publicly that it is a customer of the Service, consistent with the Trademark Guidelines. Customer agrees that ArcTouch may include Customer’s name or Brand Features in a list of ArcTouch customers, online or promotional materials. Customer also agrees that ArcTouch may verbally reference Customer as a customer of the AppGlu products or services that are the subject of this Agreement. For clarification, neither party needs to seek approval from the other if the party is repeating a public statement that is substantially similar to a public statement that has been previously approved.",['publicity'],0,0,0,0,0,0,0,0.0,1.0,
342,342,5e94e5dbe55dd0f9169ca646,"Each party represents that: (a) it has full power and authority to enter into the Agreement; and (b) it will comply with all laws and regulations applicable to its provision, or use, of the Service, as applicable. ArcTouch warrants it will provide the Service in accordance with the applicable SLA.",['general requirements'],0,0,0,1,0,0,0,1.0,1.0,I076758
343,343,5e94e5dbe55dd0f9169ca647,"EXCEPT AS EXPRESSLY PROVIDED FOR HEREIN, TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, ARCTOUCH DOES NOT MAKE ANY OTHER WARRANTY OF ANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY OR OTHERWISE, INCLUDING WITHOUT LIMITATION WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR USE AND NONINFRINGEMENT. ARCTOUCH IS NOT RESPONSIBLE OR LIABLE FOR THE DELETION OF OR FAILURE TO STORE ANY CONTENT AND OTHER COMMUNICATIONS MAINTAINED OR TRANSMITTED THROUGH USE OF THE SERVICE. CUSTOMER IS SOLELY RESPONSIBLE FOR SECURING AND BACKING UP ITS APP AND CUSTOMER CONTENT. ARCTOUCH DOES NOT WARRANT THAT THE OPERATION OF THE SOFTWARE OR THE SERVICE WILL BE ERROR-FREE OR UNINTERRUPTED. NEITHER THE SOFTWARE NOR THE SERVICE ARE DESIGNED, MANUFACTURED, OR INTENDED FOR HIGH RISK ACTIVITIES.","['as-is and as-available', 'liability']",0,0,0,0,0,0,0,0.0,1.0,
343,343,5e94e5dbe55dd0f9169ca647,"except as expressly provided for herein, to the maximum extent permitted by applicable law, arctouch does not make any other warranty of any kind, whether express, implied, statutory or otherwise, including without limitation warranties of merchantability, fitness for a particular use and noninfringement. arctouch is not responsible or liable for the deletion of or failure to store any content and other communications maintained or transmitted through use of the service. customer is solely responsible for securing and backing up its app protection and customer content. arctouch does not warrant that the operation of the software or the service will be error-free or uninterrupted. neither the software nor the service are designed, manufactured, or intended for high risk activities.","['as-is and as-available', 'liability']",0,1,0,1,0,0,0,1.0,1.0,
